order_item_id,order_id,product_id,quantity,unit_price
315,132,5,1,5973.44
316,133,26,1,1741.62
317,133,40,1,17551.46
318,133,12,1,11993.35
319,134,12,1,11993.35
320,134,14,1,21714.55
321,134,46,1,3997.88
322,135,43,1,24226.27
323,136,25,1,11269.93
324,136,30,1,16078.93
325,136,20,1,7441.9
326,137,26,1,1741.62
327,137,27,1,34536.05
328,137,48,1,34207.92
329,137,24,1,15990.76
330,138,28,1,470.42
331,138,48,1,34207.92
332,138,16,1,1571.54
333,138,31,1,17262.47
334,139,18,1,29592.56
335,139,48,1,34207.92
336,140,31,1,17262.47
337,140,43,1,24226.27
338,140,45,1,13966.49
339,140,7,1,23088.42
340,141,39,1,33078.06
341,141,19,1,20611.38
342,142,23,1,1664.26
343,142,49,1,30515.02
344,142,26,1,1741.62
345,142,5,1,5973.44
346,143,10,1,8490.19
347,143,14,1,21714.55
348,143,48,1,34207.92
349,144,38,1,24333.81
350,145,37,1,30424.4
351,145,14,1,21714.55
352,146,41,1,30450.87
353,147,37,1,30424.4
354,147,48,1,34207.92
355,147,18,1,29592.56
356,147,4,1,12764.76
357,148,1,1,29947.02
358,148,28,1,470.42
359,148,44,1,7783.14
360,148,33,1,10984.48
361,149,25,1,11269.93
362,149,11,1,6189.77
363,149,24,1,15990.76
364,149,8,1,27139.29
365,150,12,1,11993.35
366,150,35,1,33955.92
367,150,18,1,29592.56
368,150,7,1,23088.42
369,151,11,1,6189.77
370,152,9,1,33952.76
371,152,8,1,27139.29
372,152,7,1,23088.42
373,152,2,1,8878.17
374,153,12,1,11993.35
375,153,1,1,29947.02
376,154,29,1,22477.1
377,154,15,1,6095.52
378,155,31,1,17262.47
379,155,49,1,30515.02
380,156,1,1,29947.02
381,156,14,1,21714.55
382,156,2,1,8878.17
383,157,29,1,22477.1
384,157,42,1,1353.46
385,157,45,1,13966.49
386,158,46,1,3997.88
387,158,15,1,6095.52
388,158,28,1,470.42
389,159,42,1,1353.46
390,159,26,1,1741.62
391,159,25,1,11269.93
392,160,21,1,9659.58
393,160,11,1,6189.77
394,160,19,1,20611.38
395,160,5,1,5973.44
396,161,24,1,15990.76
397,162,30,1,16078.93
398,162,42,1,1353.46
399,162,35,1,33955.92
400,163,8,1,27139.29
401,163,18,1,29592.56
402,163,30,1,16078.93
403,163,3,1,15751.54
404,164,27,1,34536.05
405,164,44,1,7783.14
406,164,16,1,1571.54
407,165,31,1,17262.47
408,165,40,1,17551.46
409,165,39,1,33078.06
410,166,48,1,34207.92
411,166,32,1,5145.04
412,166,28,1,470.42
413,166,33,1,10984.48
414,167,21,1,9659.58
415,167,40,1,17551.46
416,167,7,1,23088.42
417,168,39,1,33078.06
418,168,42,1,1353.46
419,168,34,1,7303.52
420,169,36,1,23638.97
421,170,2,1,8878.17
422,170,42,1,1353.46
423,170,37,1,30424.4
424,171,15,1,6095.52
425,172,22,1,18731.11
426,173,12,1,11993.35
427,173,39,1,33078.06
428,173,18,1,29592.56
429,173,34,1,7303.52
430,174,18,1,29592.56
431,175,13,1,15251.23
432,176,40,1,17551.46
433,176,36,1,23638.97
434,176,43,1,24226.27
435,177,28,1,470.42
436,177,7,1,23088.42
437,177,9,1,33952.76
438,177,34,1,7303.52
439,178,38,1,24333.81
440,178,33,1,10984.48
441,179,6,1,33938.58
442,180,48,1,34207.92
443,181,20,1,7441.9
444,181,41,1,30450.87
445,182,10,1,8490.19
446,182,41,1,30450.87
447,182,2,1,8878.17
448,182,12,1,11993.35
449,183,45,1,13966.49
450,183,7,1,23088.42
451,183,30,1,16078.93
452,183,27,1,34536.05
453,184,8,1,27139.29
454,184,3,1,15751.54
455,184,48,1,34207.92
456,185,1,1,29947.02
457,185,24,1,15990.76
458,186,40,1,17551.46
459,186,36,1,23638.97
460,186,9,1,33952.76
461,187,38,1,24333.81
462,188,36,1,23638.97
463,189,9,1,33952.76
464,190,14,1,21714.55
465,190,25,1,11269.93
466,191,18,1,29592.56
467,192,15,1,6095.52
468,192,41,1,30450.87
469,193,33,1,10984.48
470,194,24,1,15990.76
471,195,19,1,20611.38
472,195,22,1,18731.11
473,195,21,1,9659.58
474,196,49,1,30515.02
475,196,36,1,23638.97
476,196,46,1,3997.88
477,197,8,1,27139.29
478,197,22,1,18731.11
479,197,38,1,24333.81
480,198,47,1,34979.66
481,198,50,1,19975.03
482,199,24,1,15990.76
483,200,13,1,15251.23
484,200,36,1,23638.97
485,200,43,1,24226.27
486,201,7,1,23088.42
487,201,15,1,6095.52
488,201,8,1,27139.29
489,202,25,1,11269.93
490,203,27,1,34536.05
491,203,20,1,7441.9
492,203,48,1,34207.92
493,204,48,1,34207.92
494,204,47,1,34979.66
495,204,9,1,33952.76
496,205,18,1,29592.56
497,205,19,1,20611.38
498,206,47,1,34979.66
499,207,1,1,29947.02
500,207,15,1,6095.52
501,208,43,1,24226.27
502,208,31,1,17262.47
503,208,21,1,9659.58
504,208,20,1,7441.9
505,209,1,1,29947.02
506,209,38,1,24333.81
507,210,13,1,15251.23
508,211,17,1,23333.68
509,211,45,1,13966.49
510,211,29,1,22477.1
511,212,23,1,1664.26
512,212,42,1,1353.46
513,212,44,1,7783.14
514,212,19,1,20611.38
515,213,43,1,24226.27
516,214,28,1,470.42
517,214,17,1,23333.68
518,214,48,1,34207.92
519,215,30,1,16078.93
520,215,24,1,15990.76
521,215,4,1,12764.76
522,215,39,1,33078.06
523,216,49,1,30515.02
524,216,2,1,8878.17
525,216,19,1,20611.38
526,216,36,1,23638.97
527,217,38,1,24333.81
528,217,42,1,1353.46
529,217,27,1,34536.05
530,217,13,1,15251.23
531,218,1,1,29947.02
532,219,8,1,27139.29
533,219,7,1,23088.42
534,219,10,1,8490.19
535,219,17,1,23333.68
536,220,30,1,16078.93
537,221,49,1,30515.02
538,222,25,1,11269.93
539,222,32,1,5145.04
540,222,42,1,1353.46
541,223,3,1,15751.54
542,223,39,1,33078.06
543,224,2,1,8878.17
544,224,46,1,3997.88
545,224,13,1,15251.23
546,225,38,1,24333.81
547,225,20,1,7441.9
548,226,24,1,15990.76
549,226,50,1,19975.03
550,226,29,1,22477.1
551,227,50,1,19975.03
552,227,37,1,30424.4
553,228,29,1,22477.1
554,228,8,1,27139.29
555,229,11,1,6189.77
556,229,27,1,34536.05
557,229,12,1,11993.35
558,229,34,1,7303.52
559,230,12,1,11993.35
560,230,17,1,23333.68
561,230,22,1,18731.11
562,231,8,1,27139.29
563,231,36,1,23638.97
564,231,46,1,3997.88
565,231,19,1,20611.38
566,232,9,1,33952.76
567,232,47,1,34979.66
568,232,20,1,7441.9
569,233,42,1,1353.46
570,233,27,1,34536.05
571,234,29,1,22477.1
572,234,10,1,8490.19
573,235,8,1,27139.29
574,235,35,1,33955.92
575,235,48,1,34207.92
576,236,42,1,1353.46
577,236,14,1,21714.55
578,236,10,1,8490.19
579,236,1,1,29947.02
580,237,7,1,23088.42
581,237,39,1,33078.06
582,237,15,1,6095.52
583,238,46,1,3997.88
584,239,10,1,8490.19
585,239,50,1,19975.03
586,239,35,1,33955.92
587,239,44,1,7783.14
588,240,9,1,33952.76
589,240,22,1,18731.11
590,240,12,1,11993.35
591,240,7,1,23088.42
592,241,41,1,30450.87
593,241,40,1,17551.46
594,242,21,1,9659.58
595,242,9,1,33952.76
596,242,29,1,22477.1
597,243,50,1,19975.03
598,243,19,1,20611.38
599,243,44,1,7783.14
600,243,45,1,13966.49
601,244,35,1,33955.92
602,244,4,1,12764.76
603,244,44,1,7783.14
604,245,32,1,5145.04
605,245,14,1,21714.55
606,246,25,1,11269.93
607,246,10,1,8490.19
608,246,19,1,20611.38
609,246,33,1,10984.48
610,247,31,1,17262.47
611,247,10,1,8490.19
612,247,30,1,16078.93
613,247,35,1,33955.92
614,248,8,1,27139.29
615,248,35,1,33955.92
616,248,40,1,17551.46
617,248,27,1,34536.05
618,249,44,1,7783.14
619,249,26,1,1741.62
620,249,10,1,8490.19
621,250,45,1,13966.49
622,251,24,1,15990.76
623,251,5,1,5973.44
624,252,35,1,33955.92
625,252,37,1,30424.4
626,253,37,1,30424.4
627,254,27,1,34536.05
628,254,2,1,8878.17
629,254,9,1,33952.76
630,254,21,1,9659.58
631,255,5,1,5973.44
632,256,45,1,13966.49
633,256,13,1,15251.23
634,256,9,1,33952.76
635,257,6,1,33938.58
636,257,34,1,7303.52
637,257,32,1,5145.04
638,258,21,1,9659.58
639,259,42,1,1353.46
640,260,47,1,34979.66
641,260,25,1,11269.93
642,260,36,1,23638.97
643,261,32,1,5145.04
644,261,5,1,5973.44
645,262,42,1,1353.46
646,263,32,1,5145.04
647,263,31,1,17262.47
648,264,20,1,7441.9
649,265,18,1,29592.56
650,266,5,1,5973.44
651,266,26,1,1741.62
652,267,14,1,21714.55
653,267,45,1,13966.49
654,268,35,1,33955.92
655,268,41,1,30450.87
656,269,8,1,27139.29
657,269,28,1,470.42
658,269,23,1,1664.26
659,269,43,1,24226.27
660,270,36,1,23638.97
661,270,17,1,23333.68
662,270,31,1,17262.47
663,271,16,1,1571.54
664,271,26,1,1741.62
665,271,31,1,17262.47
666,272,28,1,470.42
667,272,25,1,11269.93
668,272,21,1,9659.58
669,272,8,1,27139.29
670,273,29,1,22477.1
671,273,10,1,8490.19
672,273,19,1,20611.38
673,274,11,1,6189.77
674,274,16,1,1571.54
675,274,2,1,8878.17
676,274,13,1,15251.23
677,275,49,1,30515.02
678,275,17,1,23333.68
679,275,34,1,7303.52
680,275,27,1,34536.05
681,276,13,1,15251.23
682,276,49,1,30515.02
683,276,2,1,8878.17
684,276,14,1,21714.55
685,277,24,1,15990.76
686,277,14,1,21714.55
687,277,30,1,16078.93
688,277,9,1,33952.76
689,278,41,1,30450.87
690,278,34,1,7303.52
691,279,15,1,6095.52
692,279,3,1,15751.54
693,279,20,1,7441.9
694,279,1,1,29947.02
695,280,39,1,33078.06
696,280,50,1,19975.03
697,280,16,1,1571.54
698,281,36,1,23638.97
699,281,15,1,6095.52
700,282,20,1,7441.9
701,283,11,1,6189.77
702,283,39,1,33078.06
703,283,21,1,9659.58
704,284,12,1,11993.35
705,284,3,1,15751.54
706,284,9,1,33952.76
707,284,19,1,20611.38
708,285,32,1,5145.04
709,285,7,1,23088.42
710,285,18,1,29592.56
711,285,38,1,24333.81
712,286,43,1,24226.27
713,286,11,1,6189.77
714,286,45,1,13966.49
715,287,10,1,8490.19
716,287,46,1,3997.88
717,287,3,1,15751.54
718,287,6,1,33938.58
719,288,27,1,34536.05
720,288,3,1,15751.54
721,289,17,1,23333.68
722,289,20,1,7441.9
723,289,42,1,1353.46
724,289,3,1,15751.54
725,290,44,1,7783.14
726,291,27,1,34536.05
727,291,11,1,6189.77
728,291,28,1,470.42
729,292,38,1,24333.81
730,293,19,1,20611.38
731,293,3,1,15751.54
732,293,7,1,23088.42
733,293,4,1,12764.76
734,294,16,1,1571.54
735,294,40,1,17551.46
736,294,8,1,27139.29
737,295,43,1,24226.27
738,295,16,1,1571.54
739,296,45,1,13966.49
740,296,18,1,29592.56
741,297,8,1,27139.29
742,297,18,1,29592.56
743,298,19,1,20611.38
744,298,17,1,23333.68
745,299,7,1,23088.42
746,300,43,1,24226.27
747,301,28,1,470.42
748,302,40,1,17551.46
749,302,29,1,22477.1
750,303,10,1,8490.19
751,304,26,1,1741.62
752,305,23,1,1664.26
753,305,49,1,30515.02
754,306,3,1,15751.54
755,306,19,1,20611.38
756,306,44,1,7783.14
757,307,6,1,33938.58
758,308,12,1,11993.35
759,309,49,1,30515.02
760,309,27,1,34536.05
761,310,17,1,23333.68
762,311,24,1,15990.76
763,311,25,1,11269.93
764,312,50,1,19975.03
765,312,28,1,470.42
766,313,42,1,1353.46
767,314,2,1,8878.17
768,314,36,1,23638.97
769,314,6,1,33938.58
770,315,35,1,33955.92
771,315,16,1,1571.54
772,316,41,1,30450.87
773,316,23,1,1664.26
774,317,9,1,33952.76
775,317,3,1,15751.54
776,318,42,1,1353.46
777,319,35,1,33955.92
778,319,26,1,1741.62
779,320,44,1,7783.14
780,320,30,1,16078.93
781,320,37,1,30424.4
782,321,38,1,24333.81
783,321,26,1,1741.62
784,321,13,1,15251.23
785,321,9,1,33952.76
786,322,7,1,23088.42
787,322,15,1,6095.52
788,322,33,1,10984.48
789,323,21,1,9659.58
790,323,3,1,15751.54
791,323,2,1,8878.17
792,323,40,1,17551.46
793,324,40,1,17551.46
794,324,8,1,27139.29
795,324,6,1,33938.58
796,325,19,1,20611.38
797,325,34,1,7303.52
798,325,40,1,17551.46
799,326,21,1,9659.58
800,326,17,1,23333.68
801,326,48,1,34207.92
802,326,24,1,15990.76
803,327,26,1,1741.62
804,328,16,1,1571.54
805,328,36,1,23638.97
806,328,10,1,8490.19
807,329,11,1,6189.77
808,329,26,1,1741.62
809,330,44,1,7783.14
810,330,14,1,21714.55
811,330,45,1,13966.49
812,331,50,1,19975.03
813,331,47,1,34979.66
814,332,11,1,6189.77
815,332,8,1,27139.29
816,333,50,1,19975.03
817,333,45,1,13966.49
818,334,28,1,470.42
819,334,20,1,7441.9
820,334,40,1,17551.46
821,335,29,1,22477.1
822,336,46,1,3997.88
823,337,40,1,17551.46
824,337,39,1,33078.06
825,337,33,1,10984.48
826,338,25,1,11269.93
827,338,39,1,33078.06
828,338,36,1,23638.97
829,338,48,1,34207.92
830,339,48,1,34207.92
831,339,45,1,13966.49
832,340,2,1,8878.17
833,340,14,1,21714.55
834,341,16,1,1571.54
835,342,39,1,33078.06
836,342,26,1,1741.62
837,342,6,1,33938.58
838,343,32,1,5145.04
839,344,20,1,7441.9
840,344,33,1,10984.48
841,344,25,1,11269.93
842,344,37,1,30424.4
843,345,33,1,10984.48
844,346,9,1,33952.76
845,346,16,1,1571.54
846,346,24,1,15990.76
847,346,17,1,23333.68
848,347,36,1,23638.97
849,347,23,1,1664.26
850,347,41,1,30450.87
851,347,11,1,6189.77
852,348,50,1,19975.03
853,348,26,1,1741.62
854,348,49,1,30515.02
855,348,14,1,21714.55
856,349,21,1,9659.58
857,349,47,1,34979.66
858,350,42,1,1353.46
859,351,22,1,18731.11
860,351,48,1,34207.92
861,351,38,1,24333.81
862,352,46,1,3997.88
863,353,6,1,33938.58
864,353,48,1,34207.92
865,353,3,1,15751.54
866,353,24,1,15990.76
867,354,36,1,23638.97
868,354,46,1,3997.88
869,354,21,1,9659.58
870,355,40,1,17551.46
871,355,22,1,18731.11
872,355,23,1,1664.26
873,355,6,1,33938.58
874,356,19,1,20611.38
875,356,44,1,7783.14
876,356,40,1,17551.46
877,356,14,1,21714.55
878,357,22,1,18731.11
879,357,21,1,9659.58
880,358,19,1,20611.38
881,358,7,1,23088.42
882,359,37,1,30424.4
883,359,12,1,11993.35
884,359,6,1,33938.58
885,360,30,1,16078.93
886,360,24,1,15990.76
887,361,34,1,7303.52
888,361,8,1,27139.29
889,361,37,1,30424.4
890,362,4,1,12764.76
891,362,17,1,23333.68
892,363,37,1,30424.4
893,363,39,1,33078.06
894,363,46,1,3997.88
895,364,31,1,17262.47
896,365,30,1,16078.93
897,365,12,1,11993.35
898,365,24,1,15990.76
899,366,28,1,470.42
900,366,24,1,15990.76
901,367,11,1,6189.77
902,367,27,1,34536.05
903,368,44,1,7783.14
904,369,6,1,33938.58
905,369,36,1,23638.97
906,369,18,1,29592.56
907,369,21,1,9659.58
908,370,42,1,1353.46
909,370,34,1,7303.52
910,370,43,1,24226.27
911,371,47,1,34979.66
912,371,24,1,15990.76
913,372,19,1,20611.38
914,373,45,1,13966.49
915,373,10,1,8490.19
916,374,26,1,1741.62
917,374,4,1,12764.76
918,374,25,1,11269.93
919,375,26,1,1741.62
920,375,43,1,24226.27
921,376,3,1,15751.54
922,376,24,1,15990.76
923,376,21,1,9659.58
924,376,17,1,23333.68
925,377,2,1,8878.17
926,377,37,1,30424.4
927,377,43,1,24226.27
928,378,10,1,8490.19
929,379,13,1,15251.23
930,379,25,1,11269.93
931,379,23,1,1664.26
932,379,28,1,470.42
933,380,7,1,23088.42
934,380,1,1,29947.02
935,381,43,1,24226.27
936,381,29,1,22477.1
937,382,15,1,6095.52
938,382,35,1,33955.92
939,383,47,1,34979.66
940,383,50,1,19975.03
941,383,7,1,23088.42
942,383,31,1,17262.47
943,384,32,1,5145.04
944,384,16,1,1571.54
945,385,23,1,1664.26
946,385,7,1,23088.42
947,386,10,1,8490.19
948,386,32,1,5145.04
949,387,19,1,20611.38
950,387,20,1,7441.9
951,388,26,1,1741.62
952,388,28,1,470.42
953,389,23,1,1664.26
954,389,37,1,30424.4
955,390,30,1,16078.93
956,390,43,1,24226.27
957,391,42,1,1353.46
958,392,48,1,34207.92
959,392,19,1,20611.38
960,392,33,1,10984.48
961,393,12,1,11993.35
962,393,37,1,30424.4
963,393,33,1,10984.48
964,393,32,1,5145.04
965,394,43,1,24226.27
966,394,12,1,11993.35
967,394,8,1,27139.29
968,395,33,1,10984.48
969,395,45,1,13966.49
970,396,23,1,1664.26
971,397,29,1,22477.1
972,398,26,1,1741.62
973,398,30,1,16078.93
974,399,49,1,30515.02
975,400,42,1,1353.46
976,400,14,1,21714.55
977,400,2,1,8878.17
978,401,33,1,10984.48
979,402,9,1,33952.76
980,402,43,1,24226.27
981,402,12,1,11993.35
982,402,6,1,33938.58
983,403,12,1,11993.35
984,403,38,1,24333.81
985,404,17,1,23333.68
986,404,19,1,20611.38
987,405,35,1,33955.92
988,406,18,1,29592.56
989,407,9,1,33952.76
990,407,42,1,1353.46
991,407,21,1,9659.58
992,408,32,1,5145.04
993,408,12,1,11993.35
994,408,30,1,16078.93
995,408,2,1,8878.17
996,409,38,1,24333.81
997,409,21,1,9659.58
998,410,33,1,10984.48
999,410,35,1,33955.92
1000,411,49,1,30515.02
1001,411,31,1,17262.47
1002,411,29,1,22477.1
1003,412,48,1,34207.92
1004,412,25,1,11269.93
1005,413,45,1,13966.49
1006,414,31,1,17262.47
1007,414,39,1,33078.06
1008,414,21,1,9659.58
1009,414,2,1,8878.17
1010,415,7,1,23088.42
1011,416,17,1,23333.68
1012,416,20,1,7441.9
1013,416,16,1,1571.54
1014,416,27,1,34536.05
1015,417,15,1,6095.52
1016,418,31,1,17262.47
1017,418,36,1,23638.97
1018,418,28,1,470.42
1019,419,33,1,10984.48
1020,420,28,1,470.42
1021,421,21,1,9659.58
1022,422,7,1,23088.42
1023,422,36,1,23638.97
1024,422,8,1,27139.29
1025,423,22,1,18731.11
1026,424,6,1,33938.58
1027,424,32,1,5145.04
1028,424,27,1,34536.05
1029,424,35,1,33955.92
1030,425,10,1,8490.19
1031,425,9,1,33952.76
1032,425,16,1,1571.54
1033,426,39,1,33078.06
1034,426,48,1,34207.92
1035,426,49,1,30515.02
1036,427,35,1,33955.92
1037,427,36,1,23638.97
1038,428,34,1,7303.52
1039,429,11,1,6189.77
1040,429,4,1,12764.76
1041,430,47,1,34979.66
1042,431,14,1,21714.55
1043,432,23,1,1664.26
1044,432,30,1,16078.93
1045,432,33,1,10984.48
1046,433,36,1,23638.97
1047,433,6,1,33938.58
1048,433,1,1,29947.02
1049,434,21,1,9659.58
1050,434,48,1,34207.92
1051,434,49,1,30515.02
1052,435,10,1,8490.19
1053,435,25,1,11269.93
1054,435,41,1,30450.87
1055,436,10,1,8490.19
1056,436,3,1,15751.54
1057,436,23,1,1664.26
1058,436,5,1,5973.44
1059,437,31,1,17262.47
1060,437,27,1,34536.05
1061,437,45,1,13966.49
1062,437,9,1,33952.76
1063,438,44,1,7783.14
1064,438,26,1,1741.62
1065,439,29,1,22477.1
1066,439,28,1,470.42
1067,439,16,1,1571.54
1068,440,9,1,33952.76
1069,440,30,1,16078.93
