order_id,session_id,customer_id,total_amount,discount_amount,payment_method,status,created_at
52,sess_000153,21,48352.56,0.0,UPI,COMPLETED,2026-07-08 17:21:47
53,sess_000155,274,79288.84,0.0,NET_BANKING,COMPLETED,2026-07-28 06:02:24
54,sess_000157,12,41896.11,0.0,CREDIT_CARD,COMPLETED,2026-08-06 09:02:43
55,sess_000160,79,81625.45,0.0,COD,COMPLETED,2026-07-25 14:51:35
56,sess_000164,475,18731.11,0.0,CREDIT_CARD,COMPLETED,2026-07-13 21:02:44
57,sess_000166,357,52577.97,0.0,UPI,COMPLETED,2026-07-09 00:31:41
58,sess_000173,353,61489.28,0.0,UPI,COMPLETED,2026-07-18 12:03:40
59,sess_000175,481,23638.97,0.0,COD,COMPLETED,2026-07-24 23:24:55
60,sess_000179,447,90194.89,0.0,NET_BANKING,COMPLETED,2026-07-14 23:02:19
61,sess_000180,255,98535.2,0.0,UPI,COMPLETED,2026-08-01 04:44:48
62,sess_000181,76,23088.42,0.0,NET_BANKING,COMPLETED,2026-08-06 02:01:43
63,sess_000183,63,17262.47,0.0,NET_BANKING,COMPLETED,2026-08-01 00:58:03
64,sess_000186,378,36749.02,0.0,CREDIT_CARD,COMPLETED,2026-07-27 05:35:15
65,sess_000195,26,37075.94,0.0,UPI,COMPLETED,2026-07-26 22:59:20
66,sess_000197,291,26041.65,0.0,UPI,COMPLETED,2026-07-24 14:15:05
67,sess_000204,232,63934.53,0.0,UPI,COMPLETED,2026-08-01 01:32:10
68,sess_000205,462,55378.26,0.0,COD,COMPLETED,2026-07-11 15:09:04
69,sess_000207,250,57570.97,0.0,UPI,COMPLETED,2026-07-18 10:38:19
70,sess_000209,361,60365.1,0.0,NET_BANKING,COMPLETED,2026-07-16 22:08:03
71,sess_000213,190,41568.25,0.0,NET_BANKING,COMPLETED,2026-08-02 06:47:55
72,sess_000219,481,41105.78,0.0,NET_BANKING,COMPLETED,2026-07-08 20:39:17
73,sess_000222,330,23866.86,0.0,CREDIT_CARD,COMPLETED,2026-08-06 22:22:49
74,sess_000224,291,16078.93,0.0,COD,COMPLETED,2026-08-06 03:14:18
75,sess_000225,332,30450.87,0.0,NET_BANKING,COMPLETED,2026-07-26 02:14:10
76,sess_000226,250,48724.72,0.0,NET_BANKING,COMPLETED,2026-08-06 18:11:08
77,sess_000231,21,11993.35,0.0,COD,COMPLETED,2026-08-03 00:11:26
78,sess_000234,77,23804.1,0.0,NET_BANKING,COMPLETED,2026-07-17 23:20:16
79,sess_000236,304,24659.96,0.0,NET_BANKING,COMPLETED,2026-07-17 13:36:56
80,sess_000239,405,94989.66,0.0,CREDIT_CARD,COMPLETED,2026-07-25 06:57:45
81,sess_000240,485,64677.05,0.0,CREDIT_CARD,COMPLETED,2026-07-23 07:37:19
82,sess_000243,264,36985.78,0.0,UPI,COMPLETED,2026-07-26 12:14:45
83,sess_000245,460,66348.32,0.0,COD,COMPLETED,2026-07-27 13:03:21
84,sess_000248,432,69341.93,0.0,UPI,COMPLETED,2026-08-03 14:19:30
85,sess_000249,147,73032.34,0.0,UPI,COMPLETED,2026-07-31 20:48:28
86,sess_000250,277,64154.94,0.0,NET_BANKING,COMPLETED,2026-07-09 07:47:53
87,sess_000251,243,7441.9,0.0,CREDIT_CARD,COMPLETED,2026-07-16 20:52:45
88,sess_000252,317,58067.98,0.0,CREDIT_CARD,COMPLETED,2026-08-06 04:07:01
89,sess_000254,380,29156.45,0.0,CREDIT_CARD,COMPLETED,2026-07-15 10:16:26
90,sess_000259,25,24884.62,0.0,NET_BANKING,COMPLETED,2026-08-01 03:17:40
91,sess_000263,248,29166.88,0.0,COD,COMPLETED,2026-07-13 02:19:04
92,sess_000266,95,83392.82,0.0,CREDIT_CARD,COMPLETED,2026-07-26 10:22:50
93,sess_000272,393,30515.02,0.0,COD,COMPLETED,2026-07-23 08:07:19
94,sess_000275,457,2925.0,0.0,COD,COMPLETED,2026-07-27 12:37:03
95,sess_000276,445,69699.69,0.0,UPI,COMPLETED,2026-07-21 13:42:55
96,sess_000278,431,24333.81,0.0,UPI,COMPLETED,2026-07-29 05:11:55
97,sess_000280,264,58434.19,0.0,UPI,COMPLETED,2026-07-16 07:14:54
98,sess_000281,415,41991.06,0.0,UPI,COMPLETED,2026-08-01 12:18:35
99,sess_000282,164,52452.25,0.0,CREDIT_CARD,COMPLETED,2026-07-12 14:59:26
100,sess_000287,280,43309.69,0.0,NET_BANKING,COMPLETED,2026-07-30 19:54:10
101,sess_000291,103,108756.83,0.0,CREDIT_CARD,COMPLETED,2026-08-02 16:18:04
102,sess_000293,291,44843.79,0.0,NET_BANKING,COMPLETED,2026-07-09 09:15:05
103,sess_000294,221,29489.55,0.0,NET_BANKING,COMPLETED,2026-07-17 18:18:08
104,sess_000304,199,63305.45,0.0,COD,COMPLETED,2026-07-29 08:02:21
105,sess_000307,470,19975.03,0.0,NET_BANKING,COMPLETED,2026-08-04 08:57:07
106,sess_000309,109,1741.62,0.0,NET_BANKING,COMPLETED,2026-07-17 21:14:11
107,sess_000317,342,46925.06,0.0,COD,COMPLETED,2026-07-19 08:02:09
108,sess_000319,133,22477.1,0.0,UPI,COMPLETED,2026-07-10 05:44:38
109,sess_000323,216,22477.1,0.0,UPI,COMPLETED,2026-07-09 10:52:52
110,sess_000324,368,24226.27,0.0,COD,COMPLETED,2026-07-26 19:07:06
111,sess_000326,359,41380.48,0.0,COD,COMPLETED,2026-07-21 03:29:57
112,sess_000327,372,42834.09,0.0,UPI,COMPLETED,2026-08-05 07:23:57
113,sess_000328,372,22477.1,0.0,CREDIT_CARD,COMPLETED,2026-07-27 15:53:10
114,sess_000332,263,33078.06,0.0,UPI,COMPLETED,2026-07-23 23:45:36
115,sess_000333,62,76238.22,0.0,NET_BANKING,COMPLETED,2026-07-27 14:23:14
116,sess_000336,293,47777.49,0.0,CREDIT_CARD,COMPLETED,2026-07-21 21:57:18
117,sess_000337,93,54108.56,0.0,COD,COMPLETED,2026-07-12 04:57:30
118,sess_000338,132,48508.96,0.0,NET_BANKING,COMPLETED,2026-08-03 18:29:35
119,sess_000341,346,49946.68,0.0,CREDIT_CARD,COMPLETED,2026-07-20 10:50:29
120,sess_000342,493,17262.47,0.0,COD,COMPLETED,2026-07-24 03:33:55
121,sess_000343,129,7441.9,0.0,COD,COMPLETED,2026-07-12 07:17:50
122,sess_000345,175,29947.02,0.0,CREDIT_CARD,COMPLETED,2026-07-09 01:06:06
123,sess_000349,143,33952.76,0.0,CREDIT_CARD,COMPLETED,2026-07-15 05:25:10
124,sess_000350,439,470.42,0.0,COD,COMPLETED,2026-07-16 01:43:37
125,sess_000355,456,23088.42,0.0,NET_BANKING,COMPLETED,2026-07-09 09:42:12
126,sess_000358,366,63269.19,0.0,UPI,COMPLETED,2026-07-22 16:05:15
127,sess_000365,426,46406.8,0.0,CREDIT_CARD,COMPLETED,2026-07-09 17:39:51
128,sess_000366,452,54567.3,0.0,CREDIT_CARD,COMPLETED,2026-07-27 13:55:14
129,sess_000368,34,55997.95,0.0,UPI,COMPLETED,2026-07-22 08:57:33
130,sess_000374,157,63636.38,0.0,CREDIT_CARD,COMPLETED,2026-07-31 10:30:57
131,sess_000375,323,18731.11,0.0,CREDIT_CARD,COMPLETED,2026-07-26 22:35:16
132,sess_000376,328,21224.67,0.0,CREDIT_CARD,COMPLETED,2026-07-21 18:47:24
133,sess_000379,169,31286.43,0.0,CREDIT_CARD,COMPLETED,2026-08-06 21:43:51
134,sess_000384,274,37705.78,0.0,NET_BANKING,COMPLETED,2026-07-15 00:22:41
135,sess_000391,267,24226.27,0.0,NET_BANKING,COMPLETED,2026-07-11 13:28:12
136,sess_000395,11,34790.76,0.0,UPI,COMPLETED,2026-07-09 14:37:30
137,sess_000396,37,86476.35,0.0,COD,COMPLETED,2026-08-03 18:14:17
138,sess_000397,198,53512.35,0.0,UPI,COMPLETED,2026-07-30 12:55:21
139,sess_000400,338,63800.48,0.0,NET_BANKING,COMPLETED,2026-07-10 21:49:50
140,sess_000407,497,78543.65,0.0,COD,COMPLETED,2026-07-19 08:11:27
141,sess_000413,5,53689.44,0.0,CREDIT_CARD,COMPLETED,2026-07-08 14:43:35
142,sess_000415,373,39894.34,0.0,UPI,COMPLETED,2026-08-07 06:05:49
143,sess_000416,68,64412.66,0.0,NET_BANKING,COMPLETED,2026-07-18 19:14:36
144,sess_000419,141,24333.81,0.0,CREDIT_CARD,COMPLETED,2026-08-04 22:01:24
145,sess_000422,495,52138.95,0.0,COD,COMPLETED,2026-07-21 09:29:09
146,sess_000426,196,30450.87,0.0,COD,COMPLETED,2026-07-08 16:04:30
147,sess_000430,93,106989.64,0.0,NET_BANKING,COMPLETED,2026-08-07 01:18:13
148,sess_000432,433,49185.06,0.0,COD,COMPLETED,2026-08-05 19:05:30
149,sess_000434,346,60589.75,0.0,COD,COMPLETED,2026-07-12 20:09:56
150,sess_000437,250,98630.25,0.0,COD,COMPLETED,2026-07-23 11:18:10
151,sess_000438,453,6189.77,0.0,NET_BANKING,COMPLETED,2026-08-06 20:16:15
152,sess_000439,486,93058.64,0.0,UPI,COMPLETED,2026-07-21 07:53:36
153,sess_000450,254,41940.37,0.0,COD,COMPLETED,2026-07-22 11:42:54
154,sess_000454,113,28572.62,0.0,UPI,COMPLETED,2026-08-07 06:28:35
155,sess_000458,481,47777.49,0.0,CREDIT_CARD,COMPLETED,2026-07-13 21:06:31
156,sess_000465,253,60539.74,0.0,COD,COMPLETED,2026-07-16 10:20:33
157,sess_000468,392,37797.05,0.0,COD,COMPLETED,2026-07-22 01:00:05
158,sess_000469,310,10563.82,0.0,COD,COMPLETED,2026-07-25 01:39:31
159,sess_000470,381,14365.01,0.0,NET_BANKING,COMPLETED,2026-07-26 18:34:03
160,sess_000476,322,42434.17,0.0,COD,COMPLETED,2026-07-14 14:17:35
161,sess_000477,133,15990.76,0.0,UPI,COMPLETED,2026-07-09 20:04:47
162,sess_000479,149,51388.31,0.0,UPI,COMPLETED,2026-08-05 17:13:58
163,sess_000480,470,88562.32,0.0,COD,COMPLETED,2026-08-05 14:01:22
164,sess_000489,212,43890.73,0.0,COD,COMPLETED,2026-07-31 07:27:39
165,sess_000495,325,67891.99,0.0,CREDIT_CARD,COMPLETED,2026-07-10 18:39:05
166,sess_000497,113,50807.86,0.0,CREDIT_CARD,COMPLETED,2026-08-01 21:43:29
167,sess_000498,299,50299.46,0.0,CREDIT_CARD,COMPLETED,2026-07-15 08:10:41
168,sess_000499,192,41735.04,0.0,UPI,COMPLETED,2026-08-06 07:25:05
169,sess_000501,291,23638.97,0.0,CREDIT_CARD,COMPLETED,2026-07-29 04:19:04
170,sess_000503,216,40656.03,0.0,CREDIT_CARD,COMPLETED,2026-07-28 04:36:07
171,sess_000505,253,6095.52,0.0,UPI,COMPLETED,2026-07-24 07:58:27
172,sess_000509,39,18731.11,0.0,CREDIT_CARD,COMPLETED,2026-08-01 08:47:17
173,sess_000513,190,81967.49,0.0,COD,COMPLETED,2026-07-09 10:22:06
174,sess_000514,491,29592.56,0.0,CREDIT_CARD,COMPLETED,2026-08-06 05:08:09
175,sess_000520,338,15251.23,0.0,COD,COMPLETED,2026-07-20 01:03:13
176,sess_000522,222,65416.7,0.0,NET_BANKING,COMPLETED,2026-08-07 07:49:02
177,sess_000526,103,64815.12,0.0,COD,COMPLETED,2026-07-09 03:25:23
178,sess_000527,216,35318.29,0.0,CREDIT_CARD,COMPLETED,2026-07-14 10:22:28
179,sess_000528,461,33938.58,0.0,COD,COMPLETED,2026-07-26 01:57:58
180,sess_000529,425,34207.92,0.0,NET_BANKING,COMPLETED,2026-07-29 05:29:44
181,sess_000530,379,37892.77,0.0,CREDIT_CARD,COMPLETED,2026-08-03 05:33:24
182,sess_000532,201,59812.58,0.0,CREDIT_CARD,COMPLETED,2026-08-02 16:48:34
183,sess_000533,246,87669.89,0.0,CREDIT_CARD,COMPLETED,2026-07-20 07:57:46
184,sess_000537,396,77098.75,0.0,UPI,COMPLETED,2026-07-10 11:37:10
185,sess_000539,417,45937.78,0.0,NET_BANKING,COMPLETED,2026-07-08 01:56:33
186,sess_000540,443,75143.19,0.0,NET_BANKING,COMPLETED,2026-07-12 17:46:37
187,sess_000542,496,24333.81,0.0,COD,COMPLETED,2026-07-22 03:57:53
188,sess_000545,180,23638.97,0.0,CREDIT_CARD,COMPLETED,2026-07-09 22:52:25
189,sess_000547,6,33952.76,0.0,UPI,COMPLETED,2026-07-14 00:13:03
190,sess_000552,424,32984.48,0.0,COD,COMPLETED,2026-08-07 11:46:39
191,sess_000554,274,29592.56,0.0,COD,COMPLETED,2026-07-08 11:46:08
192,sess_000557,460,36546.39,0.0,COD,COMPLETED,2026-08-02 15:58:30
193,sess_000559,9,10984.48,0.0,UPI,COMPLETED,2026-07-31 12:47:24
194,sess_000564,162,15990.76,0.0,NET_BANKING,COMPLETED,2026-07-15 10:44:26
195,sess_000565,310,49002.07,0.0,NET_BANKING,COMPLETED,2026-07-20 20:33:02
196,sess_000566,295,58151.87,0.0,CREDIT_CARD,COMPLETED,2026-07-25 00:13:08
197,sess_000567,354,70204.21,0.0,UPI,COMPLETED,2026-07-25 12:43:56
198,sess_000568,487,54954.69,0.0,CREDIT_CARD,COMPLETED,2026-07-12 09:58:13
199,sess_000572,73,15990.76,0.0,CREDIT_CARD,COMPLETED,2026-07-19 23:21:11
200,sess_000575,172,63116.47,0.0,NET_BANKING,COMPLETED,2026-07-16 14:05:28
201,sess_000578,450,56323.23,0.0,NET_BANKING,COMPLETED,2026-07-23 08:05:10
202,sess_000581,86,11269.93,0.0,CREDIT_CARD,COMPLETED,2026-07-08 03:48:17
203,sess_000589,443,76185.87,0.0,NET_BANKING,COMPLETED,2026-07-19 08:34:05
204,sess_000593,268,103140.34,0.0,NET_BANKING,COMPLETED,2026-07-19 16:15:58
205,sess_000595,32,50203.94,0.0,UPI,COMPLETED,2026-07-27 03:04:58
206,sess_000596,189,34979.66,0.0,UPI,COMPLETED,2026-07-21 02:50:24
207,sess_000597,92,36042.54,0.0,NET_BANKING,COMPLETED,2026-07-20 04:38:09
208,sess_000598,74,58590.22,0.0,COD,COMPLETED,2026-08-05 23:04:48
209,sess_000601,110,54280.83,0.0,NET_BANKING,COMPLETED,2026-07-10 00:28:37
210,sess_000605,460,15251.23,0.0,UPI,COMPLETED,2026-08-07 02:09:11
211,sess_000609,92,59777.27,0.0,CREDIT_CARD,COMPLETED,2026-07-31 18:20:29
212,sess_000610,179,31412.24,0.0,NET_BANKING,COMPLETED,2026-07-08 04:46:44
213,sess_000615,492,24226.27,0.0,CREDIT_CARD,COMPLETED,2026-07-27 09:05:54
214,sess_000621,197,58012.02,0.0,UPI,COMPLETED,2026-07-08 01:57:17
215,sess_000623,486,77912.51,0.0,UPI,COMPLETED,2026-08-06 08:51:45
216,sess_000631,232,83643.54,0.0,COD,COMPLETED,2026-07-20 19:10:43
217,sess_000634,81,75474.55,0.0,CREDIT_CARD,COMPLETED,2026-07-12 13:21:01
218,sess_000637,228,29947.02,0.0,COD,COMPLETED,2026-07-19 13:28:15
219,sess_000639,225,82051.58,0.0,UPI,COMPLETED,2026-07-12 23:27:54
220,sess_000640,337,16078.93,0.0,COD,COMPLETED,2026-07-23 17:33:44
221,sess_000641,386,30515.02,0.0,UPI,COMPLETED,2026-07-24 13:29:29
222,sess_000644,7,17768.43,0.0,NET_BANKING,COMPLETED,2026-07-19 18:56:44
223,sess_000647,127,48829.6,0.0,CREDIT_CARD,COMPLETED,2026-07-09 02:33:58
224,sess_000656,202,28127.28,0.0,COD,COMPLETED,2026-07-08 10:47:28
225,sess_000659,225,31775.71,0.0,NET_BANKING,COMPLETED,2026-07-15 22:18:08
226,sess_000660,225,58442.89,0.0,UPI,COMPLETED,2026-07-22 14:48:28
227,sess_000665,10,50399.43,0.0,UPI,COMPLETED,2026-07-30 17:15:10
228,sess_000667,337,49616.39,0.0,COD,COMPLETED,2026-07-30 16:51:08
229,sess_000672,66,60022.69,0.0,NET_BANKING,COMPLETED,2026-08-06 22:42:05
230,sess_000679,232,54058.14,0.0,NET_BANKING,COMPLETED,2026-07-24 20:49:51
231,sess_000680,391,75387.52,0.0,NET_BANKING,COMPLETED,2026-07-18 23:51:41
232,sess_000683,440,76374.32,0.0,NET_BANKING,COMPLETED,2026-07-26 07:02:12
233,sess_000684,107,35889.51,0.0,NET_BANKING,COMPLETED,2026-08-03 08:22:13
234,sess_000685,428,30967.29,0.0,CREDIT_CARD,COMPLETED,2026-07-10 11:10:04
235,sess_000686,6,95303.13,0.0,UPI,COMPLETED,2026-08-04 03:19:02
236,sess_000696,126,61505.22,0.0,CREDIT_CARD,COMPLETED,2026-07-23 17:07:16
237,sess_000698,183,62262.0,0.0,COD,COMPLETED,2026-07-21 04:58:43
238,sess_000700,333,3997.88,0.0,CREDIT_CARD,COMPLETED,2026-07-17 12:41:47
239,sess_000701,221,70204.28,0.0,UPI,COMPLETED,2026-07-24 14:13:43
240,sess_000703,170,87765.64,0.0,CREDIT_CARD,COMPLETED,2026-07-16 01:26:02
241,sess_000705,1,48002.33,0.0,COD,COMPLETED,2026-07-29 23:47:16
242,sess_000709,31,66089.44,0.0,CREDIT_CARD,COMPLETED,2026-07-18 13:55:24
243,sess_000710,223,62336.04,0.0,COD,COMPLETED,2026-08-04 13:50:43
244,sess_000711,278,54503.82,0.0,NET_BANKING,COMPLETED,2026-08-07 23:12:39
245,sess_000712,349,26859.59,0.0,COD,COMPLETED,2026-07-24 18:27:32
246,sess_000719,8,51355.98,0.0,CREDIT_CARD,COMPLETED,2026-08-02 12:48:30
247,sess_000723,331,75787.51,0.0,COD,COMPLETED,2026-07-09 16:40:21
248,sess_000730,299,113182.72,0.0,COD,COMPLETED,2026-07-29 21:17:40
249,sess_000732,344,18014.95,0.0,COD,COMPLETED,2026-08-05 12:08:06
250,sess_000735,17,13966.49,0.0,COD,COMPLETED,2026-07-26 18:00:34
251,sess_000737,413,21964.2,0.0,COD,COMPLETED,2026-07-13 20:23:13
252,sess_000741,241,64380.32,0.0,COD,COMPLETED,2026-08-07 22:03:27
253,sess_000744,318,30424.4,0.0,COD,COMPLETED,2026-07-15 01:46:31
254,sess_000746,210,87026.56,0.0,NET_BANKING,COMPLETED,2026-07-11 08:53:41
255,sess_000748,98,5973.44,0.0,CREDIT_CARD,COMPLETED,2026-07-11 19:16:06
256,sess_000751,484,63170.48,0.0,NET_BANKING,COMPLETED,2026-07-09 08:36:33
257,sess_000752,313,46387.14,0.0,COD,COMPLETED,2026-08-07 14:07:38
258,sess_000753,200,9659.58,0.0,UPI,COMPLETED,2026-07-11 22:46:17
259,sess_000755,145,1353.46,0.0,CREDIT_CARD,COMPLETED,2026-07-30 17:49:08
260,sess_000757,66,69888.56,0.0,NET_BANKING,COMPLETED,2026-07-28 05:57:22
261,sess_000758,168,11118.48,0.0,UPI,COMPLETED,2026-07-20 05:26:48
262,sess_000760,356,1353.46,0.0,COD,COMPLETED,2026-08-02 20:49:57
263,sess_000766,7,22407.51,0.0,NET_BANKING,COMPLETED,2026-07-23 11:34:53
264,sess_000767,40,7441.9,0.0,UPI,COMPLETED,2026-08-07 03:34:16
265,sess_000768,374,29592.56,0.0,NET_BANKING,COMPLETED,2026-08-01 02:47:18
266,sess_000770,58,7715.06,0.0,CREDIT_CARD,COMPLETED,2026-08-07 00:44:09
267,sess_000775,442,35681.04,0.0,UPI,COMPLETED,2026-07-22 03:27:54
268,sess_000778,410,64406.79,0.0,NET_BANKING,COMPLETED,2026-07-08 14:22:00
269,sess_000779,16,53500.24,0.0,CREDIT_CARD,COMPLETED,2026-07-14 01:30:13
270,sess_000787,260,64235.12,0.0,COD,COMPLETED,2026-08-05 05:17:26
271,sess_000797,61,20575.63,0.0,COD,COMPLETED,2026-07-19 03:08:12
272,sess_000799,233,48539.22,0.0,CREDIT_CARD,COMPLETED,2026-07-30 23:06:26
273,sess_000808,390,51578.67,0.0,CREDIT_CARD,COMPLETED,2026-07-19 01:02:21
274,sess_000809,160,31890.71,0.0,CREDIT_CARD,COMPLETED,2026-08-06 05:15:00
275,sess_000812,236,95688.27,0.0,UPI,COMPLETED,2026-07-21 11:03:57
276,sess_000813,189,76358.97,0.0,COD,COMPLETED,2026-07-26 14:29:29
277,sess_000814,203,87737.0,0.0,COD,COMPLETED,2026-07-24 16:11:53
278,sess_000816,100,37754.39,0.0,UPI,COMPLETED,2026-07-15 05:33:06
279,sess_000818,226,59235.98,0.0,NET_BANKING,COMPLETED,2026-07-09 18:06:38
280,sess_000820,373,54624.63,0.0,UPI,COMPLETED,2026-07-21 06:05:39
281,sess_000821,482,29734.49,0.0,UPI,COMPLETED,2026-07-08 04:35:28
282,sess_000823,475,7441.9,0.0,UPI,COMPLETED,2026-07-25 08:38:46
283,sess_000824,451,48927.41,0.0,UPI,COMPLETED,2026-07-25 16:45:14
284,sess_000825,408,82309.03,0.0,UPI,COMPLETED,2026-07-10 21:33:57
285,sess_000826,170,82159.83,0.0,CREDIT_CARD,COMPLETED,2026-08-06 03:47:21
286,sess_000827,237,44382.53,0.0,UPI,COMPLETED,2026-07-19 17:04:37
287,sess_000828,335,62178.19,0.0,NET_BANKING,COMPLETED,2026-07-11 14:12:40
288,sess_000832,48,50287.59,0.0,NET_BANKING,COMPLETED,2026-08-03 16:35:49
289,sess_000835,322,47880.58,0.0,UPI,COMPLETED,2026-07-24 04:01:27
290,sess_000837,110,7783.14,0.0,NET_BANKING,COMPLETED,2026-07-31 11:29:06
291,sess_000838,169,41196.24,0.0,NET_BANKING,COMPLETED,2026-08-04 20:19:58
292,sess_000844,333,24333.81,0.0,CREDIT_CARD,COMPLETED,2026-07-28 08:55:22
293,sess_000845,254,72216.1,0.0,CREDIT_CARD,COMPLETED,2026-07-12 03:00:16
294,sess_000852,314,46262.29,0.0,COD,COMPLETED,2026-08-03 11:03:57
295,sess_000856,194,25797.81,0.0,NET_BANKING,COMPLETED,2026-07-18 19:50:43
296,sess_000858,394,43559.05,0.0,COD,COMPLETED,2026-07-24 12:53:54
297,sess_000859,246,56731.85,0.0,CREDIT_CARD,COMPLETED,2026-07-14 16:48:38
298,sess_000860,354,43945.06,0.0,UPI,COMPLETED,2026-07-27 00:10:45
299,sess_000863,440,23088.42,0.0,NET_BANKING,COMPLETED,2026-07-28 08:00:26
300,sess_000867,143,24226.27,0.0,UPI,COMPLETED,2026-07-27 09:16:32
301,sess_000870,273,470.42,0.0,UPI,COMPLETED,2026-08-02 17:31:42
302,sess_000871,137,40028.56,0.0,UPI,COMPLETED,2026-07-12 04:32:44
303,sess_000878,386,8490.19,0.0,COD,COMPLETED,2026-07-12 19:44:59
304,sess_000884,493,1741.62,0.0,UPI,COMPLETED,2026-07-10 16:19:32
305,sess_000886,221,32179.28,0.0,COD,COMPLETED,2026-07-24 23:24:03
306,sess_000888,375,44146.06,0.0,NET_BANKING,COMPLETED,2026-07-30 13:31:01
307,sess_000889,107,33938.58,0.0,COD,COMPLETED,2026-07-28 20:35:52
